id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,instrumentalness,liveness,speechiness
215,In My Place,Sweet Little Band,children,melancholy,0.263,143.948,0.152,0.503,0.943,0.943,0.0845,0.0298
216,Symphony,One Voice Children's Choir;Rob Landes,children,fiery,0.723,122.979,0.443,0.636,0.683,9.19e-06,0.0735,0.0468
217,Deck the Halls,Love to Sing,children,excited,0.651,125.999,0.902,0.777,0.359,0.0,0.224,0.0423
218,Ding-Dong! The Witch Is Dead,Kidz Bop Kids,children,happy,0.974,124.056,0.756,0.575,0.00857,2.92e-05,0.787,0.0711
219,Memories,One Voice Children's Choir,children,peaceful,0.295,181.843,0.588,0.577,0.842,0.0,0.144,0.056
220,Autumn Leaves Are Falling Down,CoComelon,children,happy,0.505,180.03,0.732,0.643,0.0729,1.65e-05,0.214,0.0276
221,Halloween Sharks,The Countdown Kids,children,energetic,0.584,131.548,0.616,0.518,0.164,0.0,0.242,0.128
222,I Like to Eat Apples and Bananas,The Montreal Children's Workshop,children,happy,0.517,151.813,0.699,0.555,0.502,2.26e-05,0.0588,0.048
223,My Balloon,Charlie Hope,children,intense,0.503,71.99,0.299,0.506,0.533,0.0181,0.109,0.0292
224,Phonics Song 2,Kids TV 123,children,peaceful,0.203,126.993,0.692,0.784,0.803,0.0,0.112,0.0449
225,Roll Baby Roll,Pete the Cat;B.o.B;Callie,children,excited,0.78,99.963,0.689,0.78,0.032,0.0,0.16,0.0496
226,Situationship,Nbdy,chill,fiery,0.508,124.848,0.372,0.565,0.358,5.95e-06,0.113,0.107
227,So Good At Being in Trouble,Unknown Mortal Orchestra,chill,chill,0.435,103.817,0.594,0.829,0.0363,0.881,0.119,0.0515
228,disappear,demxntia,chill,melancholy,0.36,140.575,0.0341,0.476,0.96,1.92e-05,0.118,0.0494
229,Mona Lisa,Valntn;Peter Fenn;Tray Haggerty,chill,excited,0.59,119.934,0.787,0.886,0.0493,0.0,0.28,0.0515
230,Romance in Tokyo,Yusei,chill,melancholy,0.298,105.178,0.487,0.521,0.974,0.909,0.234,0.159
231,Other Half,Rangga Jones,chill,melancholy,0.483,85.117,0.237,0.602,0.705,2.76e-06,0.0879,0.209
232,Midnight Snack,Purrple Cat,chill,melancholy,0.236,119.989,0.273,0.763,0.615,0.845,0.082,0.0568
233,Never Have I Felt This,Koven,chill,aggressive,0.863,94.006,0.302,0.483,0.000309,0.0495,0.331,0.0588
234,Floor Seats (Text Back),Moxas,chill,melancholy,0.453,75.992,0.178,0.74,0.656,8e-05,0.111,0.121
235,Whenever it rains (feat. Nason & amin),Dept;Nason;amin,chill,fiery,0.532,138.942,0.421,0.655,0.822,0.0,0.143,0.0683
236,solo,JUNNY;lullaboy,chill,fiery,0.584,102.045,0.408,0.626,0.782,0.0,0.208,0.102
237,Off the Deep End,fenekot,chill,melancholy,0.301,122.025,0.488,0.885,0.73,0.107,0.359,0.0482
238,Hunnybee,Unknown Mortal Orchestra,chill,peaceful,0.377,119.993,0.566,0.956,0.566,0.414,0.313,0.0804
239,Daisies,Weston Estate,chill,moody,0.416,106.008,0.343,0.64,0.435,8.82e-06,0.123,0.0265
240,Soul Mates,Jazzinuf;Etymology Records,chill,fiery,0.509,74.98,0.37,0.517,0.407,0.311,0.251,0.137
241,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 11. Variation X",Wolfgang Amadeus Mozart;Danielle Laval,classical,peaceful,0.113,64.338,0.74,0.389,0.991,0.842,0.136,0.0382
242,Christmas Oratorio BWV 248: Shepherd's Music,Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,classical,melancholy,0.169,52.153,0.0541,0.129,0.916,0.942,0.124,0.0408
243,"La Boutique fantasque, P.120 - Arr. Respighi: 14. Galop",Gioachino Rossini;National Philharmonic Orchestra;Richard Bonynge,classical,melancholy,0.289,115.119,0.402,0.366,0.937,0.822,0.317,0.0443
244,Gnossienne No. 1,Erik Satie;Alena Cherny,classical,melancholy,0.00579,71.827,0.0369,0.376,0.996,0.944,0.0882,0.0576
245,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 2. Variation I",Wolfgang Amadeus Mozart;Danielle Laval,classical,peaceful,0.076,90.987,0.553,0.372,0.995,0.967,0.137,0.0507
246,River Flows In You,Yiruma,classical,melancholy,0.22,145.195,0.116,0.315,0.987,0.943,0.0802,0.0514
247,"Sonate, Op. 5: V. Giga",Arcangelo Corelli;Cet étrange éclat,classical,melancholy,0.0879,56.139,0.434,0.159,0.701,0.888,0.0819,0.0429
248,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 1 Chorus: ""Jauchzet, frohlocket""",Johann Sebastian Bach;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner,classical,melancholy,0.327,134.882,0.43,0.499,0.937,0.161,0.131,0.0382
249,"Das Lied von der Erde: No. 2, Der Einsame im Herbst",Gustav Mahler;Sir Simon Rattle;Peter Seiffert;Thomas Hampson;City Of Birmingham Symphony Orchestra,classical,melancholy,0.0292,94.686,0.0369,0.151,0.985,0.467,0.105,0.0434
250,Under a Glass Moon,Dream Theater,classical,energetic,0.853,145.691,0.594,0.506,5.61e-05,0.097,0.347,0.0488
251,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 1",Wolfgang Amadeus Mozart;Christoph Eschenbach,classical,peaceful,0.109,125.665,0.565,0.462,0.995,0.841,0.0925,0.0643
252,"Kambada Myalina (From ""Nagamandala"")",Sangeetha Katti,classical,fiery,0.638,175.222,0.336,0.411,0.925,0.00206,0.146,0.0576
253,"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",Edvard Grieg;Academy of St. Martin in the Fields;Sir Neville Marriner,classical,melancholy,0.144,142.163,0.229,0.23,0.94,0.869,0.395,0.0408
254,Koushalyecha Ram Bai,Manik Varma,classical,peaceful,0.499,128.364,0.514,0.441,0.97,0.00151,0.447,0.0378
255,"Peer Gynt Suite No. 1, Op. 46: 4. In The Hall Of The Mountain King",Edvard Grieg;Gothenburg Symphony Orchestra;Neeme Järvi,classical,melancholy,0.042,94.292,0.197,0.406,0.934,0.691,0.192,0.0546
256,Sucio y Vicioso,Paul Marmota;Kaydy Cain;El Mini,club,fiery,0.64,97.002,0.345,0.802,0.66,0.00108,0.0947,0.0932
257,Encore,Hiérophante,club,fiery,0.552,89.98,0.309,0.59,0.325,0.0113,0.256,0.0647
258,Machine Spirit,ZITH;Misanthropix,club,energetic,0.956,104.99,0.515,0.643,0.000458,0.78,0.228,0.051
259,Showdown,F.O.O.L,club,aggressive,0.84,124.998,0.187,0.656,0.00158,0.264,0.369,0.0407
260,I Lived (Glee Cast Version),Glee Cast,club,aggressive,0.803,120.02,0.325,0.575,0.11,0.0,0.144,0.0318
261,Pretty Brown Eyes (Jersey Club),DJ Smallz 732;Kyle Edwards,club,excited,0.882,140.123,0.552,0.771,0.00347,0.0,0.55,0.289
262,Jericho,JVLIAH,club,aggressive,0.812,106.991,0.0248,0.479,0.00333,0.94,0.981,0.0568
263,My Real Desire,FOVOS,club,aggressive,0.954,138.014,0.162,0.498,0.00476,0.72,0.361,0.0448
264,Obsolete,DEADLIFE;Scandroid,club,aggressive,0.895,92.038,0.348,0.489,0.00103,0.0,0.0905,0.0793
265,BMK,dj Shawny,club,aggressive,0.754,96.01,0.0735,0.931,0.000188,0.386,0.0631,0.0849
266,Clathrus Archeri,Tzafu,club,intense,0.619,107.008,0.126,0.676,0.00418,0.357,0.0763,0.0404
267,Edge Of Glory (Glee Cast Version),Glee Cast,club,intense,0.699,128.021,0.214,0.554,0.000363,3.56e-06,0.0819,0.0369
268,MikeQ * Tomara (Remix),Linn da Quebrada;MikeQ,club,excited,0.813,129.973,0.538,0.881,0.106,0.00583,0.0856,0.0832
269,You're The One That I Want (Glee Cast Version),Glee Cast,club,happy,0.9,106.998,0.694,0.732,0.0753,3.68e-05,0.128,0.0626
270,Hopelessly Devoted To You (Glee Cast Version),Glee Cast,club,fiery,0.53,110.778,0.305,0.61,0.247,0.0,0.35,0.0253
271,Andrew Jackson,Joe Zimmerman,comedy,fiery,0.73,81.927,0.375,0.442,0.87,0.0,0.759,0.949
272,Viagra,Martin Lawrence,comedy,melancholy,0.366,78.071,0.213,0.644,0.606,0.0,0.973,0.955
273,Tater Tot/Peed in My Face/Busted with Porn/Sex Talk,Ron White,comedy,melancholy,0.458,88.142,0.148,0.49,0.934,0.0,0.768,0.952
274,The Guitar Guy at the Party,Mike Birbiglia,comedy,happy,0.713,150.668,0.674,0.414,0.772,0.0,0.74,0.297
275,Ghost Monkey,Jon Lajoie,comedy,melancholy,0.336,176.044,0.146,0.529,0.686,0.0,0.106,0.0477
276,Mixer at Delta Chi,Stephen Lynch,comedy,happy,0.814,132.043,0.84,0.606,0.515,0.0,0.219,0.215
277,Impatient New Yorkers,Brian Regan,comedy,aggressive,0.864,109.21,0.127,0.671,0.929,1.61e-06,0.926,0.932
278,It Is Written,Doug Benson,comedy,aggressive,0.943,119.71,0.39,0.474,0.826,0.0,0.94,0.881
279,Meats and Robots,Myq Kaplan,comedy,energetic,0.797,84.322,0.636,0.572,0.891,0.0,0.507,0.899
280,My Roommate Ate My Pot Cookies,Dan Levy,comedy,aggressive,0.973,124.233,0.161,0.498,0.822,0.0,0.95,0.861
281,Kidney Stones,Jeff Foxworthy,comedy,aggressive,0.826,111.984,0.334,0.634,0.75,0.0,0.752,0.946
282,Tips On Marriage - Live,Rodney Carrington,comedy,intense,0.658,100.511,0.234,0.539,0.873,0.0,0.913,0.886
283,Office People (And a Perfectly Good Font Joke),Christian Finnegan,comedy,energetic,0.688,111.675,0.544,0.59,0.847,0.0,0.951,0.92
284,Circle Jerk,Erikka Innes,comedy,peaceful,0.477,162.483,0.682,0.636,0.735,0.0,0.526,0.92
285,Go Lightly,Robert Schimmel,comedy,intense,0.584,97.578,0.232,0.525,0.918,0.0,0.816,0.949
286,Abracadabra,Steve Miller Band,country,excited,0.534,127.488,0.963,0.791,0.0749,1.99e-06,0.156,0.0355
287,Du försvann som en vind,Lasse Stefanz,country,happy,0.696,112.992,0.714,0.633,0.0914,4.08e-05,0.266,0.0296
288,Styrofoam,Ashley McBryde,country,happy,0.701,85.001,0.844,0.737,0.0495,1.11e-06,0.108,0.0446
289,The Good Ones,Gabby Barrett,country,fiery,0.552,89.957,0.331,0.519,0.18,0.0,0.149,0.0259
290,Holy Water,Brett Eldredge,country,moody,0.363,95.275,0.211,0.519,0.317,1.17e-06,0.108,0.0302
291,Blank Space,Michael Ray,country,aggressive,0.825,93.969,0.227,0.529,0.158,0.0131,0.385,0.0324
292,All on Me,Devin Dawson,country,energetic,0.666,80.989,0.625,0.634,0.139,0.0,0.216,0.029
293,Let There Be Peace On Earth,Vince Gill;Jenny Gill,country,melancholy,0.139,105.33,0.17,0.453,0.806,3.11e-06,0.121,0.0302
294,Breathe,Faith Hill,country,moody,0.496,136.859,0.278,0.529,0.173,0.0,0.251,0.029
295,Fall in Love,Bailey Zimmerman,country,fiery,0.643,135.962,0.397,0.524,0.451,0.0,0.221,0.0297
296,Girl Crush,Little Big Town,country,melancholy,0.225,173.788,0.355,0.5,0.842,0.0,0.112,0.0302
297,Human,Cody Johnson,country,intense,0.647,84.08,0.274,0.4,0.176,5.79e-05,0.11,0.0337
298,Skrekkraude Rapala,Vassendgutane,country,happy,0.903,168.034,0.784,0.462,0.0684,0.0,0.341,0.033
299,Critic,Avery Anna,country,moody,0.467,132.09,0.24,0.529,0.23,0.0,0.0922,0.0263
300,La chaîne de mon tracteur,Cayouche,country,peaceful,0.198,98.548,0.734,0.603,0.952,0.000146,0.0999,0.0319
301,End of Time,K-391;Alan Walker;Ahrix,dance,intense,0.7,116.019,0.193,0.81,0.267,6.69e-05,0.137,0.0399
302,Massacre,Kim Petras,dance,intense,0.506,89.888,0.11,0.503,0.0989,0.0,0.352,0.0332
303,Dance In The Dark,Lady Gaga,dance,aggressive,0.751,120.992,0.14,0.639,2.97e-05,4.96e-05,0.163,0.0324
304,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira;Freshlyground,dance,excited,0.873,126.988,0.743,0.766,0.00627,0.0,0.0764,0.143
305,Señorita,Shawn Mendes;Camila Cabello,dance,excited,0.548,116.967,0.749,0.759,0.0392,0.0,0.0828,0.029
306,Time After Time - Live At Abbey Road Studios,Sam Smith,dance,melancholy,0.459,129.661,0.272,0.595,0.571,0.000165,0.101,0.0461
307,Massacre,Kim Petras,dance,intense,0.506,89.888,0.11,0.503,0.0989,0.0,0.352,0.0332
308,Last Last,Burna Boy,dance,excited,0.565,87.925,0.55,0.795,0.131,0.0,0.0802,0.0948
309,Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,dance,fiery,0.713,122.872,0.464,0.601,0.0282,0.0,0.158,0.0449
310,Die for a Man,Bebe Rexha;Lil Uzi Vert,dance,aggressive,0.893,89.996,0.314,0.669,0.0736,0.0,0.14,0.0372
311,Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,dance,happy,0.717,88.063,0.685,0.687,0.0744,0.0,0.134,0.0755
312,Don't Be Shy,Tiësto;KAROL G,dance,excited,0.787,119.986,0.513,0.77,0.198,0.0,0.262,0.0583
313,E.T.,Katy Perry,dance,happy,0.863,150.054,0.731,0.603,0.0178,0.0,0.389,0.0773
314,Loco Contigo,DJ Snake;J Balvin;Tyga,dance,aggressive,0.757,95.983,0.374,0.827,0.283,1.56e-06,0.102,0.0564
315,Charlie Be Quiet!,Charlie Puth,dance,fiery,0.662,94.958,0.466,0.753,0.205,3.66e-06,0.0851,0.0702
316,Faar,Skillibeng;Street Gena,dancehall,energetic,0.82,69.695,0.548,0.477,0.417,0.0,0.631,0.362
317,Hiphappy,El Shaaki;Nitro MC;Donexprs;Flor De Rap;Lechero Mon;jimmy Fernadez;Gedos;Crea BeatBox;Sponer;Delaion,dancehall,happy,0.876,95.104,0.748,0.737,0.142,0.0,0.0553,0.259
318,Boasty (feat. Idris Elba),Wiley;Stefflon Don;Sean Paul;Idris Elba,dancehall,aggressive,0.765,102.958,0.456,0.887,0.00915,0.000872,0.0907,0.0669
319,Dance For Me (Eugy X Mr Eazi),Eugy;Mr Eazi,dancehall,excited,0.685,106.982,0.587,0.774,0.154,0.0,0.391,0.069
320,Queen,Almeyda,dancehall,happy,0.873,124.904,0.773,0.694,0.0023,3.1e-05,0.0898,0.299
321,Le Gusta,Filip Mota,dancehall,happy,0.691,93.567,0.812,0.672,0.276,0.0,0.138,0.195
322,Judgement Day,Tommy Lee Sparta;Chronic Law,dancehall,intense,0.59,123.993,0.156,0.479,0.306,0.0,0.335,0.0923
323,When I Hold You Tonight,General Degree,dancehall,excited,0.821,92.06,0.708,0.884,0.0103,0.0,0.0868,0.173
324,Everywhere I Go,Mr. Vegas,dancehall,excited,0.878,172.074,0.774,0.837,0.186,0.0,0.0678,0.19
325,Here Comes Trouble,Chronixx,dancehall,excited,0.786,83.495,0.786,0.758,0.156,0.0,0.0658,0.108
326,Rock Your Body,Burna Boy,dancehall,excited,0.623,104.985,0.801,0.801,0.107,0.00396,0.0853,0.0982
327,Anointed,Bugle,dancehall,fiery,0.569,90.31,0.423,0.528,0.424,0.0,0.49,0.256
328,Whine Up Your Body,Bunji Garlin,dancehall,excited,0.936,104.059,0.851,0.77,0.184,3.57e-06,0.235,0.0446
329,Options,NSG;Tion Wayne,dancehall,excited,0.621,101.993,0.762,0.836,0.389,9.16e-05,0.104,0.0894
330,Miss a Loop,D'yani,dancehall,happy,0.673,117.169,0.768,0.637,0.0452,0.0,0.0966,0.433
331,Repentless,Slayer,death-metal,aggressive,0.994,104.111,0.247,0.402,3.79e-05,0.0934,0.145,0.0623
332,Use Your Tongue,Avatar,death-metal,aggressive,0.886,137.681,0.218,0.568,0.000537,0.23,0.206,0.0419
333,Chop Suey!,August Burns Red,death-metal,aggressive,0.98,125.023,0.331,0.535,0.00189,0.229,0.111,0.0699
334,Redneck Stomp,Obituary,death-metal,aggressive,0.861,91.056,0.483,0.245,0.000256,0.871,0.216,0.0415
335,These Countless Sleepless Nights,Blind Witness,death-metal,aggressive,0.994,199.994,0.192,0.414,1.24e-05,0.214,0.262,0.243
336,The Baying of the Hounds,Opeth,death-metal,aggressive,0.868,99.789,0.077,0.283,0.00395,0.00201,0.121,0.0653
337,Deus Misereatur,Paradise Lost,death-metal,moody,0.433,105.878,0.117,0.395,0.00108,0.941,0.0739,0.0316
338,United Front,Burgerkill,death-metal,aggressive,0.964,111.998,0.21,0.503,2.52e-05,0.0649,0.325,0.0938
339,Insurrection,Molotov Solution,death-metal,aggressive,0.981,119.915,0.123,0.527,2.71e-05,0.0151,0.307,0.223
340,Gravedigger,Frozen Soul,death-metal,aggressive,0.977,140.032,0.047,0.243,3.52e-06,0.96,0.106,0.209
341,Despise the Sun,Suffocation,death-metal,aggressive,0.929,100.932,0.115,0.28,7.43e-06,0.939,0.129,0.17
342,"When Everything Goes Wrong, Take The Easy Way Out",Emmure,death-metal,intense,0.58,81.285,0.0353,0.338,0.000716,0.505,0.0797,0.0597
343,Esoteric surgery,Gojira,death-metal,aggressive,0.968,96.346,0.0387,0.294,6.9e-05,0.141,0.13,0.148
344,Devadevam,Rotting Christ,death-metal,aggressive,0.809,115.975,0.0706,0.387,5.03e-05,0.831,0.0832,0.0526
345,Blessphemy,DeadSquad,death-metal,aggressive,0.96,149.165,0.134,0.351,0.000419,0.665,0.482,0.2
346,Blinding Lights,Lucas Estrada;Twan Ray,deep-house,aggressive,0.802,98.008,0.479,0.614,0.167,0.000411,0.0833,0.0327
347,You Found Me,Saxity;Victor Perry,deep-house,energetic,0.758,102.956,0.51,0.638,0.328,8.11e-05,0.101,0.0401
348,Indecisive,Sumix;Arild Aas;Sondre Bjelland,deep-house,melancholy,0.403,109.987,0.15,0.731,0.536,0.000443,0.126,0.303
349,Imagine,Bolier;Arem Ozguc;Arman Aydin;NBLM,deep-house,excited,0.803,109.999,0.559,0.769,0.0213,0.00713,0.145,0.0466
350,Miracle Maker - Matt Guy Remix,Dom Dolla;Clementine Douglas;Matt Guy,deep-house,aggressive,0.929,130.03,0.484,0.78,0.177,0.14,0.213,0.0619
351,Are You,Sons Of Maria,deep-house,aggressive,0.877,111.988,0.071,0.649,0.219,0.956,0.28,0.0366
352,Deli Kız,Buray,deep-house,happy,0.837,98.017,0.717,0.639,0.263,1.82e-06,0.0756,0.0517
353,It's Yours (feat. E-Man) - Distant Music Mix,Jon Cutler;E-Man,deep-house,excited,0.842,126.004,0.671,0.902,0.068,0.139,0.1,0.118
354,Can You Pay?,Paul Woolford;Pessto,deep-house,aggressive,0.85,124.953,0.302,0.634,0.0149,0.000606,0.102,0.0446
355,Tantrum,Nora En Pure,deep-house,aggressive,0.956,123.001,0.145,0.591,0.0248,0.643,0.194,0.041
356,Somewhere Over the Rainbow / What a Wonderful World,Robin Schulz;Alle Farben;Israel Kamakawiwo'ole,deep-house,fiery,0.612,109.716,0.312,0.634,0.312,1.39e-05,0.0857,0.0701
357,Make You Feel Like,Junge Junge;Redward Martin,deep-house,fiery,0.635,117.995,0.35,0.794,0.0613,0.00308,0.0962,0.039
358,Kaya,Androma,deep-house,aggressive,0.925,118.974,0.298,0.616,0.00221,0.817,0.178,0.0337
359,Minute,No Way Back;Sophia Black,deep-house,fiery,0.721,103.03,0.396,0.694,0.0823,0.0013,0.104,0.0313
360,High On You,Sebastien;Hagedorn,deep-house,fiery,0.549,120.05,0.419,0.798,0.134,0.000145,0.119,0.0474
361,It's Your Love,The Other People Place,detroit-techno,tender,0.259,126.378,0.853,0.805,0.0081,0.884,0.0937,0.13
362,Goodbye World / The Dreamer - Mixed,Carl Craig;GB,detroit-techno,energetic,0.813,119.969,0.621,0.569,0.0235,0.893,0.326,0.0345
363,006 A1,ONYVAA,detroit-techno,aggressive,0.846,129.994,0.0364,0.817,0.00141,0.899,0.0873,0.0713
364,Range,Robert Hood,detroit-techno,aggressive,0.786,141.068,0.494,0.652,0.0718,0.943,0.11,0.0568
365,Future - Instrumental,Model 500,detroit-techno,excited,0.819,127.587,0.79,0.797,0.000274,0.844,0.36,0.0858
366,Eniac - Original Mix,Octave One,detroit-techno,excited,0.805,130.598,0.796,0.779,4.7e-06,0.908,0.102,0.0404
367,Expand - Tale of Us Remix,Plastikman,detroit-techno,intense,0.601,122.003,0.108,0.738,0.126,0.897,0.0727,0.0455
368,The Countdown Has Begun,Drexciya,detroit-techno,aggressive,0.98,124.306,0.46,0.766,0.00341,0.921,0.105,0.0518
369,Techno Music - M500 Version,Model 500,detroit-techno,happy,0.952,129.672,0.804,0.746,0.00157,0.889,0.0674,0.0636
370,Heavenly,Kevin Saunderson;e-Dancer,detroit-techno,happy,0.942,126.007,0.688,0.574,0.000286,0.892,0.201,0.0348
371,Ociya Syndor,Drexciya,detroit-techno,fiery,0.508,134.523,0.455,0.82,0.000889,0.927,0.0862,0.0642
372,It's A Shame,Psyche/BFC,detroit-techno,intense,0.588,110.484,0.282,0.598,0.000943,0.83,0.108,0.0361
373,Plastique,Plastikman;Richie Hawtin,detroit-techno,aggressive,0.761,106.904,0.0401,0.735,4.94e-06,0.77,0.653,0.0858
374,Shari Vari - Original Mix,A Number Of Names,detroit-techno,fiery,0.504,127.674,0.455,0.782,0.0117,0.0596,0.225,0.123
375,Just Like Muzik - Michele Chiavarini Remix,Terrence Parker;Merachka;Michele Chiavarini,detroit-techno,excited,0.708,124.012,0.815,0.773,0.00259,0.842,0.643,0.0449
376,Burning With Fire,Tapps,disco,happy,0.907,134.945,0.768,0.693,0.00106,0.084,0.0875,0.0437
377,A teraz tańcz - Radio Edit,Drossel,disco,happy,0.79,147.024,0.962,0.68,0.0827,0.000318,0.107,0.0351
378,Ostatni Dzień Ostatnia Noc,Boys,disco,excited,0.769,134.929,0.754,0.761,0.00855,1.17e-05,0.331,0.0369
379,Give It To Me Baby,Rick James,disco,happy,0.727,119.55,0.965,0.706,0.114,7.7e-05,0.174,0.0456
380,Get Down On It - Single Version,Kool & The Gang,disco,excited,0.56,110.86,0.969,0.877,0.156,0.000139,0.0535,0.0621
381,Wolkenflieger,Frank Neuenfels,disco,happy,0.963,129.968,0.952,0.734,0.00818,3.61e-06,0.189,0.0309
382,Chase Me,Con Funk Shun,disco,excited,0.652,123.56,0.9,0.937,0.0111,0.000713,0.0606,0.0748
383,"You're The First, The Last, My Everything - Single Version",Barry White,disco,happy,0.713,130.949,0.891,0.631,0.00204,0.000344,0.414,0.0311
384,Turn Around - Radio Edit,Phats & Small;Toney Lee,disco,excited,0.752,131.932,0.801,0.797,0.0135,0.00496,0.264,0.128
385,Children's Christmas Song - Stereo,The Supremes,disco,happy,0.666,115.868,0.734,0.674,0.392,0.0,0.231,0.0381
386,Coma Cat - Purple Disco Machine Re-Work,Tensnake;Purple Disco Machine,disco,happy,0.978,122.017,0.756,0.653,0.0151,0.714,0.309,0.0589
387,Easy,Commodores,disco,fiery,0.575,133.093,0.333,0.568,0.126,0.0001,0.114,0.029
388,Będę Tylko Twoja,CamaSutra,disco,happy,0.916,137.008,0.914,0.735,0.0476,2.4e-06,0.397,0.0511
389,Check It Out - Remastered,Tavares,disco,melancholy,0.358,125.414,0.422,0.415,0.759,0.0,0.67,0.0382
390,Na endlich Du,Die Paldauer,disco,happy,0.888,124.013,0.961,0.726,0.162,1.06e-05,0.103,0.0327
391,Agrabah Marketplace,Alan Menken,disney,sad,0.235,141.276,0.137,0.283,0.262,0.815,0.199,0.0364
392,Paris Night,George Bruns,disney,melancholy,0.0239,133.998,0.0503,0.244,0.963,0.402,0.123,0.0407
393,Shenandoah,Jon Sarta,disney,melancholy,0.00841,77.455,0.335,0.527,0.993,0.908,0.0815,0.0705
394,Pocahontas- Theme: Colors of the Wind,Alan Menken;London Symphony Orchestra;John Williams,disney,melancholy,0.0612,81.406,0.0917,0.0895,0.822,0.871,0.312,0.0389
395,Back on My Feet Again - 2002 Remaster,Randy Newman,disney,happy,0.568,111.72,0.855,0.74,0.633,8.04e-05,0.0745,0.0286
396,"Life, Life",Roger Bart,disney,fiery,0.603,123.042,0.325,0.358,0.581,0.0,0.0921,0.0932
397,"The Time Of Your Life - From ""A Bug's Life""",Randy Newman,disney,peaceful,0.414,123.923,0.546,0.621,0.605,0.0,0.152,0.0327
398,La tanière du rat,Germaine Franco,disney,melancholy,0.202,186.654,0.305,0.502,0.835,0.853,0.077,0.0578
399,No Splash / Take That / I'm a Codfish! / Crocbait / The Hero of Never Land,Oliver Wallace,disney,melancholy,0.279,74.594,0.262,0.316,0.845,0.244,0.33,0.0532
400,Somewhere That's Green - 1982 Original Cast,Alan Menken;Howard Ashman;Ellen Green,disney,melancholy,0.106,110.736,0.261,0.434,0.921,9.97e-05,0.327,0.0463
401,Na drogach i bezdrożach,Ewa Konstancja Bułhak,disney,peaceful,0.376,81.321,0.618,0.528,0.852,9.57e-06,0.219,0.066
402,In Summer (from 'Frozen'),Piano Radiance,disney,melancholy,0.176,65.354,0.496,0.396,0.975,0.968,0.136,0.0315
403,Fogos de Artifícios,Alan Menken;Disney,disney,melancholy,0.0651,117.235,0.0936,0.224,0.521,0.599,0.188,0.0469
404,"Look Through my Eyes (from""Brother Bear"")",The Sleep Diaries,disney,melancholy,0.0435,74.396,0.197,0.312,0.953,0.942,0.108,0.044
405,Let Me Be Good to You,Walt's Piano;Walt's Strings,disney,melancholy,0.0919,116.529,0.321,0.522,0.989,0.704,0.0931,0.0416
406,Red Mist - VIP,Danny Byrd,drum-and-bass,energetic,0.952,178.007,0.527,0.545,0.00244,0.0377,0.267,0.125
407,Pick Pocket,Prolix,drum-and-bass,energetic,0.984,174.009,0.571,0.489,1.59e-05,0.878,0.0829,0.107
